Id,Group,Name,Num Rows,Num Cols,Num Nonzero,Sparsity,DType,Is 2D/3D,Is SPD,Pattern Symmetry,Numerical Symmetry,Kind,File Path
714,LPnetlib,lpi_forest6,66,131,246,0.028452463566967384,real,False,False,0.0,0.0,linear programming problem,lpi_forest6.mat
715,LPnetlib,lpi_galenet,8,14,22,0.19642857142857142,real,False,False,0.0,0.0,linear programming problem,lpi_galenet.mat
716,LPnetlib,lpi_gosh,3792,13455,99953,0.0019590422521077447,real,False,False,0.0,0.0,linear programming problem,lpi_gosh.mat
717,LPnetlib,lpi_gran,2658,2525,20111,0.00299652087104873,real,False,False,0.0,0.0,linear programming problem,lpi_gran.mat
718,LPnetlib,lpi_greenbea,2393,5596,31074,0.0023204742686779734,real,False,False,0.0,0.0,linear programming problem,lpi_greenbea.mat
719,LPnetlib,lpi_itest2,9,13,26,0.2222222222222222,real,False,False,0.0,0.0,linear programming problem,lpi_itest2.mat
720,LPnetlib,lpi_itest6,11,17,29,0.1550802139037433,real,False,False,0.0,0.0,linear programming problem,lpi_itest6.mat
721,LPnetlib,lpi_klein1,54,108,750,0.1286008230452675,real,False,False,0.0,0.0,linear programming problem,lpi_klein1.mat
722,LPnetlib,lpi_klein2,477,531,5062,0.01998523414150746,real,False,False,0.0,0.0,linear programming problem,lpi_klein2.mat
723,LPnetlib,lpi_klein3,994,1082,13101,0.012181220409332148,real,False,False,0.0,0.0,linear programming problem,lpi_klein3.mat
724,LPnetlib,lpi_mondou2,312,604,1208,0.00641025641025641,real,False,False,0.0,0.0,linear programming problem,lpi_mondou2.mat
725,LPnetlib,lpi_pang,361,741,2933,0.010964444992729,real,False,False,0.0,0.0,linear programming problem,lpi_pang.mat
726,LPnetlib,lpi_pilot4i,410,1123,5264,0.011432791086592968,real,False,False,0.0,0.0,linear programming problem,lpi_pilot4i.mat
727,LPnetlib,lpi_qual,323,464,1646,0.010982705241806341,real,False,False,0.0,0.0,linear programming problem,lpi_qual.mat
728,LPnetlib,lpi_reactor,318,808,2591,0.01008390933432966,real,False,False,0.0,0.0,linear programming problem,lpi_reactor.mat
729,LPnetlib,lpi_refinery,323,464,1626,0.01084925803352194,real,False,False,0.0,0.0,linear programming problem,lpi_refinery.mat
730,LPnetlib,lpi_vol1,323,464,1646,0.010982705241806341,real,False,False,0.0,0.0,linear programming problem,lpi_vol1.mat
731,LPnetlib,lpi_woodinfe,35,89,140,0.0449438202247191,real,False,False,0.0,0.0,linear programming problem,lpi_woodinfe.mat
734,Mallya,lhr01,1477,1477,18427,0.008446827889979918,real,False,False,0.007324823611784348,0.0,chemical process simulation problem,lhr01.mat
735,Mallya,lhr02,2954,2954,36875,0.004225820513960621,real,False,False,0.007320486597050275,0.0,chemical process simulation problem,lhr02.mat
736,Mallya,lhr04,4101,4101,81057,0.0048195999084563205,real,False,False,0.01515885315769082,0.0,chemical process simulation problem,lhr04.mat
737,Mallya,lhr04c,4101,4101,82682,0.004916221419877191,real,False,False,0.01515885315769082,0.0,chemical process simulation problem,lhr04c.mat
738,Mallya,lhr07,7337,7337,154660,0.0028730353373129435,real,False,False,0.0173680609288971,0.0,chemical process simulation problem,lhr07.mat
739,Mallya,lhr07c,7337,7337,156508,0.0029073646357957728,real,False,False,0.0173680609288971,0.0,chemical process simulation problem,lhr07c.mat
740,Mallya,lhr10,10672,10672,228395,0.0020053720562881977,real,False,False,0.008791586915847653,1.752395305332977e-05,chemical process simulation problem,lhr10.mat
741,Mallya,lhr10c,10672,10672,232633,0.0020425828830337453,real,False,False,0.008791586915847653,1.720467106819501e-05,chemical process simulation problem,lhr10c.mat
742,Mallya,lhr11,10964,10964,231806,0.001928353361290794,real,False,False,0.00820058037510379,3.452591601570929e-05,chemical process simulation problem,lhr11.mat
743,Mallya,lhr11c,10964,10964,233741,0.0019444502861076566,real,False,False,0.00820058037510379,4.280052387841227e-05,chemical process simulation problem,lhr11c.mat
744,Mallya,lhr14,14270,14270,305750,0.0015014764313625154,real,False,False,0.006622946983926842,0.0,chemical process simulation problem,lhr14.mat
745,Mallya,lhr14c,14270,14270,307858,0.00151182839315258,real,False,False,0.006622946983926842,0.0,chemical process simulation problem,lhr14c.mat
746,Mallya,lhr17,17576,17576,379761,0.0012293350793453812,real,False,False,0.001513390098553639,0.0001527473453564807,chemical process simulation problem,lhr17.mat
747,Mallya,lhr17c,17576,17576,381975,0.0012365020813958042,real,False,False,0.001513390098553639,5.236643939631969e-06,chemical process simulation problem,lhr17c.mat
748,Mallya,lhr34,35152,35152,746972,0.0006045110496396273,real,False,False,0.00151326330781556,0.0001553140154832006,chemical process simulation problem,lhr34.mat
749,Mallya,lhr34c,35152,35152,764014,0.0006183028347506603,real,False,False,0.00151326330781556,5.236205217354879e-06,chemical process simulation problem,lhr34c.mat
750,Mallya,lhr71,70304,70304,1494006,0.0003022680686919661,real,False,False,0.001513199920413014,0.0001553075692357127,chemical process simulation problem,lhr71.mat
751,Mallya,lhr71c,70304,70304,1528092,0.00030916436588851974,real,False,False,0.001513199920413014,5.235985883782057e-06,chemical process simulation problem,lhr71c.mat
752,Mulvey,finan512,74752,74752,596992,0.00010683729358228562,real,False,True,1.0,1.0,economic problem,finan512.mat
753,Mulvey,pfinan512,74752,74752,596992,0.00010683729358228562,binary,False,False,1.0,1.0,duplicate economic problem,pfinan512.mat
765,Nemeth,nemeth01,9506,9506,725054,0.008023700933411164,real,False,False,1.0,1.0,theoretical/quantum chemistry problem sequence,nemeth01.mat
766,Nemeth,nemeth02,9506,9506,394808,0.004369083293269459,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth02.mat
767,Nemeth,nemeth03,9506,9506,394808,0.004369083293269459,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth03.mat
768,Nemeth,nemeth04,9506,9506,394808,0.004369083293269459,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth04.mat
769,Nemeth,nemeth05,9506,9506,394808,0.004369083293269459,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth05.mat
770,Nemeth,nemeth06,9506,9506,394808,0.004369083293269459,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth06.mat
771,Nemeth,nemeth07,9506,9506,394812,0.004369127558667256,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth07.mat
772,Nemeth,nemeth08,9506,9506,394816,0.004369171824065052,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth08.mat
773,Nemeth,nemeth09,9506,9506,395506,0.004376807605184877,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth09.mat
774,Nemeth,nemeth10,9506,9506,401448,0.004442563853610965,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth10.mat
775,Nemeth,nemeth11,9506,9506,408264,0.004517992091455499,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth11.mat
776,Nemeth,nemeth12,9506,9506,446818,0.004944644128113091,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth12.mat
777,Nemeth,nemeth13,9506,9506,474472,0.005250672955776344,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth13.mat
778,Nemeth,nemeth14,9506,9506,496144,0.005490502881035548,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth14.mat
779,Nemeth,nemeth15,9506,9506,539802,0.005973637565280949,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth15.mat
780,Nemeth,nemeth16,9506,9506,587012,0.006496079922769275,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth16.mat
781,Nemeth,nemeth17,9506,9506,629620,0.0069675949400932035,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth17.mat
782,Nemeth,nemeth18,9506,9506,695234,0.007693702392841329,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth18.mat
783,Nemeth,nemeth19,9506,9506,818302,0.009055615886833563,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth19.mat
784,Nemeth,nemeth20,9506,9506,971870,0.010755053039020968,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth20.mat
785,Nemeth,nemeth21,9506,9506,1173746,0.012989083400391723,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth21.mat
786,Nemeth,nemeth22,9506,9506,1358832,0.0150373097545134,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth22.mat
787,Nemeth,nemeth23,9506,9506,1506810,0.016674886013280772,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth23.mat
788,Nemeth,nemeth24,9506,9506,1506550,0.016672008762424025,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth24.mat
789,Nemeth,nemeth25,9506,9506,1511758,0.016729642310354533,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth25.mat
790,Nemeth,nemeth26,9506,9506,1511760,0.01672966444305343,real,False,False,1.0,1.0,subsequent theoretical/quantum chemistry problem,nemeth26.mat
793,Qaplib,lp_nug05,210,225,1050,0.022222222222222223,real,False,False,0.0,0.0,linear programming problem,lp_nug05.mat
794,Qaplib,lp_nug06,372,486,2232,0.012345679012345678,real,False,False,0.0,0.0,linear programming problem,lp_nug06.mat
795,Qaplib,lp_nug07,602,931,4214,0.007518796992481203,real,False,False,0.0,0.0,linear programming problem,lp_nug07.mat
796,Qaplib,lp_nug08,912,1632,7296,0.004901960784313725,real,False,False,0.0,0.0,linear programming problem,lp_nug08.mat
797,Qaplib,lp_nug12,3192,8856,38304,0.0013550135501355014,real,False,False,0.0,0.0,linear programming problem,lp_nug12.mat
798,Qaplib,lp_nug15,6330,22275,94950,0.0006734006734006734,real,False,False,0.0,0.0,linear programming problem,lp_nug15.mat
799,Qaplib,lp_nug20,15240,72600,304800,0.0002754820936639118,real,False,False,0.0,0.0,linear programming problem,lp_nug20.mat
800,Qaplib,lp_nug30,52260,379350,1567800,7.908264136022143e-05,real,False,False,0.0,0.0,linear programming problem,lp_nug30.mat
811,Simon,appu,14000,14000,1853104,0.009454612244897959,real,False,False,1.0,0.9429754924136972,directed weighted random graph,appu.mat
836,Zitney,extr1,2837,2837,10967,0.0013626024700788425,real,False,False,0.004209049456331112,0.000364797081623347,chemical process simulation problem,extr1.mat
837,Zitney,hydr1,5308,5308,22680,0.0008049728296825143,real,False,False,0.004126315789473685,0.0006173383896287151,chemical process simulation problem,hydr1.mat
838,Zitney,radfr1,1048,1048,13299,0.012108669366587029,real,False,False,0.05374309287714783,0.0,chemical process simulation problem,radfr1.mat
839,Zitney,rdist1,4134,4134,94408,0.005524180401634738,real,False,False,0.05878038669628716,0.0,chemical process simulation problem,rdist1.mat
840,Zitney,rdist2,3198,3198,56834,0.005557139566200107,real,False,False,0.04562603575332323,0.0,chemical process simulation problem,rdist2.mat
841,Zitney,rdist3a,2398,2398,61896,0.010763765467608884,real,False,False,0.1404154186743065,0.0,chemical process simulation problem,rdist3a.mat
861,MathWorks,pivtol,102,102,306,0.029411764705882353,real,False,False,0.9901960784313726,0.0,statistical/mathematical problem,pivtol.mat
903,Pereyra,landmark,71952,2704,1146848,0.005894626661035036,real,False,False,0.0,0.0,least squares problem,landmark.mat
904,vanHeukelum,cage3,5,5,19,0.76,real,False,False,1.0,0.0,directed weighted graph,cage3.mat
905,vanHeukelum,cage4,9,9,49,0.6049382716049383,real,False,False,1.0,0.0,directed weighted graph,cage4.mat
906,vanHeukelum,cage5,37,37,233,0.1701972242512783,real,False,False,1.0,0.04081632653061224,directed weighted graph,cage5.mat
907,vanHeukelum,cage6,93,93,785,0.09076193779627703,real,False,False,1.0,0.09248554913294797,directed weighted graph,cage6.mat
908,vanHeukelum,cage7,340,340,3084,0.02667820069204152,real,False,False,1.0,0.1020408163265306,directed weighted graph,cage7.mat
909,vanHeukelum,cage8,1015,1015,11003,0.010680191220364484,real,False,False,1.0,0.144973968762515,directed weighted graph,cage8.mat
910,vanHeukelum,cage9,3534,3534,41594,0.0033304091965862224,real,False,False,1.0,0.1535470310036784,directed weighted graph,cage9.mat
911,vanHeukelum,cage10,11397,11397,150645,0.0011597746856765782,real,False,False,1.0,0.1743077099850626,directed weighted graph,cage10.mat
912,vanHeukelum,cage11,39082,39082,559722,0.00036645345147361406,real,False,False,1.0,0.1821988322065151,directed weighted graph,cage11.mat
913,vanHeukelum,cage12,130228,130228,2032536,0.00011984764505568747,real,False,False,1.0,0.1935123018985359,directed weighted graph,cage12.mat
934,Lucifora,cell1,7055,7055,30082,0.0006043835993492459,real,False,False,0.9970503597122302,0.0,directed weighted graph,cell1.mat
935,Lucifora,cell2,7055,7055,30082,0.0006043835993492459,real,False,False,0.9970503597122302,0.004342728101793546,directed weighted graph,cell2.mat
949,Schenk_IBMNA,c-62,41731,41731,559341,0.0003211878223134836,real,False,False,1.0,1.0,optimization problem sequence,c-62.mat
950,Schenk_IBMNA,c-64,51035,51035,707985,0.0002718240120310014,real,False,False,1.0,1.0,optimization problem sequence,c-64.mat
951,Schenk_IBMNA,c-66,49989,49989,444853,0.0001780195199726432,real,False,False,1.0,1.0,optimization problem sequence,c-66.mat
952,Schenk_IBMNA,c-67,57975,57975,530229,0.00015775457481282637,real,False,False,1.0,1.0,optimization problem sequence,c-67.mat
984,Sandia,adder_dcop_01,1813,1813,11156,0.003394008279360103,real,False,False,0.6544094067343666,0.01582041688936398,subsequent circuit simulation problem,adder_dcop_01.mat
985,Sandia,adder_dcop_02,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.02604552673372154,subsequent circuit simulation problem,adder_dcop_02.mat
986,Sandia,adder_dcop_03,1813,1813,11148,0.003391574426165869,real,False,False,0.6429870546699475,0.03509147319995721,subsequent circuit simulation problem,adder_dcop_03.mat
987,Sandia,adder_dcop_04,1813,1813,11107,0.003379100928545417,real,False,False,0.6505480335267569,0.003868471953578337,subsequent circuit simulation problem,adder_dcop_04.mat
988,Sandia,adder_dcop_05,1813,1813,11097,0.003376058612052624,real,False,False,0.6473752151462995,0.01333907056798623,subsequent circuit simulation problem,adder_dcop_05.mat
989,Sandia,adder_dcop_06,1813,1813,11224,0.003414696031511097,real,False,False,0.6486257030669638,0.01464501751034702,subsequent circuit simulation problem,adder_dcop_06.mat
990,Sandia,adder_dcop_07,1813,1813,11226,0.003415304494809656,real,False,False,0.6484880636604774,0.005941644562334218,subsequent circuit simulation problem,adder_dcop_07.mat
991,Sandia,adder_dcop_08,1813,1813,11242,0.003420172201198125,real,False,False,0.6478127317021501,0.005296049147336087,subsequent circuit simulation problem,adder_dcop_08.mat
992,Sandia,adder_dcop_09,1813,1813,11239,0.003419259506250287,real,False,False,0.6484424666242848,0.006145369781733418,subsequent circuit simulation problem,adder_dcop_09.mat
993,Sandia,adder_dcop_10,1813,1813,11232,0.003417129884705332,real,False,False,0.6478634291167427,0.00572579790054077,subsequent circuit simulation problem,adder_dcop_10.mat
994,Sandia,adder_dcop_11,1813,1813,11243,0.0034204764328474046,real,False,False,0.6481677610675705,0.00487184918449481,subsequent circuit simulation problem,adder_dcop_11.mat
995,Sandia,adder_dcop_12,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.004446797247220751,subsequent circuit simulation problem,adder_dcop_12.mat
996,Sandia,adder_dcop_13,1813,1813,11245,0.003421084896145963,real,False,False,0.6482422702244811,0.002753070732740364,subsequent circuit simulation problem,adder_dcop_13.mat
997,Sandia,adder_dcop_14,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.008258337744838539,subsequent circuit simulation problem,adder_dcop_14.mat
998,Sandia,adder_dcop_15,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.005929062996294336,subsequent circuit simulation problem,adder_dcop_15.mat
999,Sandia,adder_dcop_16,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.008258337744838539,subsequent circuit simulation problem,adder_dcop_16.mat
1000,Sandia,adder_dcop_17,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.009105346744309158,subsequent circuit simulation problem,adder_dcop_17.mat
1001,Sandia,adder_dcop_18,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_18.mat
1002,Sandia,adder_dcop_19,1813,1813,11245,0.003421084896145963,real,False,False,0.6482422702244811,0.007623888182973317,subsequent circuit simulation problem,adder_dcop_19.mat
1003,Sandia,adder_dcop_20,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_20.mat
1004,Sandia,adder_dcop_21,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_21.mat
1005,Sandia,adder_dcop_22,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_22.mat
1006,Sandia,adder_dcop_23,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_23.mat
1007,Sandia,adder_dcop_24,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_24.mat
1008,Sandia,adder_dcop_25,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_25.mat
1009,Sandia,adder_dcop_26,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_26.mat
1010,Sandia,adder_dcop_27,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_27.mat
1011,Sandia,adder_dcop_28,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_28.mat
1012,Sandia,adder_dcop_29,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_29.mat
1013,Sandia,adder_dcop_30,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.008046585494970884,subsequent circuit simulation problem,adder_dcop_30.mat
1014,Sandia,adder_dcop_31,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_31.mat
1015,Sandia,adder_dcop_32,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_32.mat
1016,Sandia,adder_dcop_33,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_33.mat
1017,Sandia,adder_dcop_34,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_34.mat
1018,Sandia,adder_dcop_35,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_35.mat
1019,Sandia,adder_dcop_36,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_36.mat
1020,Sandia,adder_dcop_37,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_37.mat
1021,Sandia,adder_dcop_38,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_38.mat
1022,Sandia,adder_dcop_39,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_39.mat
1023,Sandia,adder_dcop_40,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_40.mat
1024,Sandia,adder_dcop_41,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_41.mat
1025,Sandia,adder_dcop_42,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_42.mat
1026,Sandia,adder_dcop_43,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_43.mat
1027,Sandia,adder_dcop_44,1813,1813,11245,0.003421084896145963,real,False,False,0.6482422702244811,0.007623888182973317,subsequent circuit simulation problem,adder_dcop_44.mat
1028,Sandia,adder_dcop_45,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_45.mat
1029,Sandia,adder_dcop_46,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_46.mat
1030,Sandia,adder_dcop_47,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_47.mat
1031,Sandia,adder_dcop_48,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_48.mat
1032,Sandia,adder_dcop_49,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_49.mat
1033,Sandia,adder_dcop_50,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_50.mat
1034,Sandia,adder_dcop_51,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_51.mat
1035,Sandia,adder_dcop_52,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_52.mat
1036,Sandia,adder_dcop_53,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007411328745367919,subsequent circuit simulation problem,adder_dcop_53.mat
1037,Sandia,adder_dcop_54,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_54.mat
1038,Sandia,adder_dcop_55,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_55.mat
1039,Sandia,adder_dcop_56,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007623080995235574,subsequent circuit simulation problem,adder_dcop_56.mat
1040,Sandia,adder_dcop_57,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_57.mat
1041,Sandia,adder_dcop_58,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_58.mat
1042,Sandia,adder_dcop_59,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_59.mat
1043,Sandia,adder_dcop_60,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_60.mat
1044,Sandia,adder_dcop_61,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_61.mat
1045,Sandia,adder_dcop_62,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_62.mat
1046,Sandia,adder_dcop_63,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_63.mat
1047,Sandia,adder_dcop_64,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_64.mat
1048,Sandia,adder_dcop_65,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_65.mat
1049,Sandia,adder_dcop_66,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_66.mat
1050,Sandia,adder_dcop_67,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_67.mat
1051,Sandia,adder_dcop_68,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_68.mat
1052,Sandia,adder_dcop_69,1813,1813,11246,0.003421389127795242,real,False,False,0.6481736368448915,0.007834833245103229,subsequent circuit simulation problem,adder_dcop_69.mat
1053,Sandia,adder_trans_01,1814,1814,14579,0.004430504382792661,real,False,False,1.0,0.03115703773289494,circuit simulation problem sequence,adder_trans_01.mat
1054,Sandia,adder_trans_02,1814,1814,14579,0.004430504382792661,real,False,False,1.0,0.03115703773289494,subsequent circuit simulation problem,adder_trans_02.mat
1055,Sandia,fpga_dcop_01,1220,1220,5892,0.003958613276001075,real,False,False,0.8183347350714887,0.2733389402859546,circuit simulation problem sequence,fpga_dcop_01.mat
1056,Sandia,fpga_dcop_02,1220,1220,5892,0.003958613276001075,real,False,False,0.8183347350714887,0.3271656854499579,subsequent circuit simulation problem,fpga_dcop_02.mat
1057,Sandia,fpga_dcop_03,1220,1220,5892,0.003958613276001075,real,False,False,0.8183347350714887,0.3448275862068966,subsequent circuit simulation problem,fpga_dcop_03.mat
1058,Sandia,fpga_dcop_04,1220,1220,5884,0.003953238376780435,real,False,False,0.818871103622578,0.3546756529064869,subsequent circuit simulation problem,fpga_dcop_04.mat
1059,Sandia,fpga_dcop_05,1220,1220,5852,0.003931738779897877,real,False,False,0.8210347752332485,0.359626802374894,subsequent circuit simulation problem,fpga_dcop_05.mat
1060,Sandia,fpga_dcop_06,1220,1220,5860,0.0039371136791185165,real,False,False,0.8204911092294666,0.3539373412362405,subsequent circuit simulation problem,fpga_dcop_06.mat
1061,Sandia,fpga_dcop_07,1220,1220,5855,0.003933754367105617,real,False,False,0.8205128205128205,0.3432930705657978,subsequent circuit simulation problem,fpga_dcop_07.mat
1062,Sandia,fpga_dcop_08,1220,1220,5888,0.003955925826390755,real,False,False,0.8186026936026936,0.3425925925925926,subsequent circuit simulation problem,fpga_dcop_08.mat
1063,Sandia,fpga_dcop_09,1220,1220,5888,0.003955925826390755,real,False,False,0.8186026936026936,0.3337542087542087,subsequent circuit simulation problem,fpga_dcop_09.mat
1064,Sandia,fpga_dcop_10,1220,1220,5884,0.003953238376780435,real,False,False,0.818871103622578,0.3323504633529907,subsequent circuit simulation problem,fpga_dcop_10.mat
1065,Sandia,fpga_dcop_11,1220,1220,5892,0.003958613276001075,real,False,False,0.8183347350714887,0.3301093355761144,subsequent circuit simulation problem,fpga_dcop_11.mat
1066,Sandia,fpga_dcop_12,1220,1220,5892,0.003958613276001075,real,False,False,0.8183347350714887,0.3216989066442388,subsequent circuit simulation problem,fpga_dcop_12.mat
1067,Sandia,fpga_dcop_13,1220,1220,5892,0.003958613276001075,real,False,False,0.8183347350714887,0.325063078216989,subsequent circuit simulation problem,fpga_dcop_13.mat
1068,Sandia,fpga_dcop_14,1220,1220,5892,0.003958613276001075,real,False,False,0.8183347350714887,0.3187552565180824,subsequent circuit simulation problem,fpga_dcop_14.mat
1069,Sandia,fpga_dcop_15,1220,1220,5892,0.003958613276001075,real,False,False,0.8183347350714887,0.3221194280908327,subsequent circuit simulation problem,fpga_dcop_15.mat
